id,atlas_id,name,acronym,st_level,parent_structure_id,depth,graph_order,structure_id_path,color_hex_triplet,sphinx_id
880,109,Dorsal tegmental nucleus,DTN,8,987,6,908,/997/8/343/1065/771/987/880/,FFBA86,909
283,176,Lateral tegmental nucleus,LTN,8,987,6,909,/997/8/343/1065/771/987/283/,FFBA86,910
599626927,,Posterodorsal tegmental nucleus,PDTg,8,987,6,910,/997/8/343/1065/771/987/599626927/,FFBA86,911
898,253,Pontine central gray,PCG,8,987,6,911,/997/8/343/1065/771/987/898/,FFBA86,912
931,823,Pontine gray,PG,8,987,6,912,/997/8/343/1065/771/987/931/,FFBA86,913
1093,277,"Pontine reticular nucleus, caudal part",PRNc,8,987,6,913,/997/8/343/1065/771/987/1093/,FFBA86,914
552,917,"Pontine reticular nucleus, ventral part",PRNv,8,987,6,914,/997/8/343/1065/771/987/552/,FFBA86,915
318,322,Supragenual nucleus,SG,8,987,6,915,/997/8/343/1065/771/987/318/,FFBA86,916
462,340,Superior salivatory nucleus,SSN,8,987,6,916,/997/8/343/1065/771/987/462/,FFBA86,917
534,349,Supratrigeminal nucleus,SUT,8,987,6,917,/997/8/343/1065/771/987/534/,FFBA86,918
574,354,Tegmental reticular nucleus,TRN,8,987,6,918,/997/8/343/1065/771/987/574/,FFBA86,919
621,360,Motor nucleus of trigeminal,V,8,987,6,919,/997/8/343/1065/771/987/621/,FFBA86,920
549009215,,Peritrigeminal zone,P5,8,987,6,920,/997/8/343/1065/771/987/549009215/,FFBA86,921
549009219,,Accessory trigeminal nucleus,Acs5,8,987,6,921,/997/8/343/1065/771/987/549009219/,FFBA86,922
549009223,,Parvicellular motor 5 nucleus,PC5,8,987,6,922,/997/8/343/1065/771/987/549009223/,FFBA86,923
549009227,,Intertrigeminal nucleus,I5,8,987,6,923,/997/8/343/1065/771/987/549009227/,FFBA86,924
1117,280,"Pons, behavioral state related",P-sat,6,771,5,924,/997/8/343/1065/771/1117/,FFC395,925
679,84,Superior central nucleus raphe,CS,8,1117,6,925,/997/8/343/1065/771/1117/679/,FFC395,926
137,441,"Superior central nucleus raphe, lateral part",CSl,9,679,7,926,/997/8/343/1065/771/1117/679/137/,FFC395,927
130,440,"Superior central nucleus raphe, medial part",CSm,9,679,7,927,/997/8/343/1065/771/1117/679/130/,FFC395,928
147,159,Locus ceruleus,LC,8,1117,6,928,/997/8/343/1065/771/1117/147/,FFC395,929
162,161,Laterodorsal tegmental nucleus,LDT,8,1117,6,929,/997/8/343/1065/771/1117/162/,FFC395,930
604,216,Nucleus incertus,NI,8,1117,6,930,/997/8/343/1065/771/1117/604/,FFC395,931
146,442,Pontine reticular nucleus,PRNr,8,1117,6,931,/997/8/343/1065/771/1117/146/,FFC395,932
238,312,Nucleus raphe pontis,RPO,8,1117,6,932,/997/8/343/1065/771/1117/238/,FFC395,933
350,326,Subceruleus nucleus,SLC,8,1117,6,933,/997/8/343/1065/771/1117/350/,FFC395,934
358,327,Sublaterodorsal nucleus,SLD,8,1117,6,934,/997/8/343/1065/771/1117/358/,FFC395,935
354,185,Medulla,MY,5,1065,4,935,/997/8/343/1065/354/,FF9BCD,936
386,189,"Medulla, sensory related",MY-sen,6,354,5,936,/997/8/343/1065/354/386/,FFA5D2,937
207,25,Area postrema,AP,8,386,6,937,/997/8/343/1065/354/386/207/,FFA5D2,938
607,75,Cochlear nuclei,CN,7,386,6,938,/997/8/343/1065/354/386/607/,FFA5D2,939
112,862,Granular lamina of the cochlear nuclei,CNlam,8,607,7,939,/997/8/343/1065/354/386/607/112/,FFA5D2,940
560,918,"Cochlear nucleus, subpedunclular granular region",CNspg,8,607,7,940,/997/8/343/1065/354/386/607/560/,FFA5D2,941
96,860,Dorsal cochlear nucleus,DCO,8,607,7,941,/997/8/343/1065/354/386/607/96/,FFA5D2,942
101,861,Ventral cochlear nucleus,VCO,8,607,7,942,/997/8/343/1065/354/386/607/101/,FFA5D2,943
720,89,Dorsal column nuclei,DCN,7,386,6,943,/997/8/343/1065/354/386/720/,FFA5D2,944
711,88,Cuneate nucleus,CU,8,720,7,944,/997/8/343/1065/354/386/720/711/,FFA5D2,945
1039,129,Gracile nucleus,GR,8,720,7,945,/997/8/343/1065/354/386/720/1039/,FFA5D2,946
903,112,External cuneate nucleus,ECU,8,386,6,946,/997/8/343/1065/354/386/903/,FFA5D2,947
642,221,Nucleus of the trapezoid body,NTB,8,386,6,947,/997/8/343/1065/354/386/642/,FFA5D2,948
651,222,Nucleus of the solitary tract,NTS,8,386,6,948,/997/8/343/1065/354/386/651/,FFA5D2,949
659,223,"Nucleus of the solitary tract, central part",NTSce,9,651,7,949,/997/8/343/1065/354/386/651/659/,FFA5D2,950
666,224,"Nucleus of the solitary tract, commissural part",NTSco,9,651,7,950,/997/8/343/1065/354/386/651/666/,FFA5D2,951
674,225,"Nucleus of the solitary tract, gelatinous part",NTSge,9,651,7,951,/997/8/343/1065/354/386/651/674/,FFA5D2,952
682,226,"Nucleus of the solitary tract, lateral part",NTSl,9,651,7,952,/997/8/343/1065/354/386/651/682/,FFA5D2,953
691,227,"Nucleus of the solitary tract, medial part",NTSm,9,651,7,953,/997/8/343/1065/354/386/651/691/,FFA5D2,954
429,336,"Spinal nucleus of the trigeminal, caudal part",SPVC,9,386,6,954,/997/8/343/1065/354/386/429/,FFA5D2,955
437,337,"Spinal nucleus of the trigeminal, interpolar part",SPVI,9,386,6,955,/997/8/343/1065/354/386/437/,FFA5D2,956
445,338,"Spinal nucleus of the trigeminal, oral part",SPVO,9,386,6,956,/997/8/343/1065/354/386/445/,FFA5D2,957
77,858,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",SPVOcdm,10,445,7,957,/997/8/343/1065/354/386/445/77/,FFA5D2,958
53,855,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",SPVOmdmd,10,445,7,958,/997/8/343/1065/354/386/445/53/,FFA5D2,959
61,856,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",SPVOmdmv,10,445,7,959,/997/8/343/1065/354/386/445/61/,FFA5D2,960
45,854,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",SPVOrdm,10,445,7,960,/997/8/343/1065/354/386/445/45/,FFA5D2,961
69,857,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",SPVOvl,10,445,7,961,/997/8/343/1065/354/386/445/69/,FFA5D2,962
589508451,,Paratrigeminal nucleus,Pa5,8,386,6,962,/997/8/343/1065/354/386/589508451/,FFA5D2,963
789,381,Nucleus z,z,8,386,6,963,/997/8/343/1065/354/386/789/,FFA5D2,964
370,187,"Medulla, motor related",MY-mot,6,354,5,964,/997/8/343/1065/354/370/,FFB3D9,965
653,364,Abducens nucleus,VI,8,370,6,965,/997/8/343/1065/354/370/653/,FFB3D9,966
568,919,Accessory abducens nucleus,ACVI,8,370,6,966,/997/8/343/1065/354/370/568/,FFB3D9,967
661,365,Facial motor nucleus,VII,8,370,6,967,/997/8/343/1065/354/370/661/,FFB3D9,968
576,920,Accessory facial motor nucleus,ACVII,8,370,6,968,/997/8/343/1065/354/370/576/,FFB3D9,969
640,928,Efferent vestibular nucleus,EV,8,370,6,969,/997/8/343/1065/354/370/640/,FFB3D9,970
135,16,Nucleus ambiguus,AMB,8,370,6,970,/997/8/343/1065/354/370/135/,FFB3D9,971
939,824,"Nucleus ambiguus, dorsal division",AMBd,9,135,7,971,/997/8/343/1065/354/370/135/939/,FFB3D9,972
143,17,"Nucleus ambiguus, ventral division",AMBv,9,135,7,972,/997/8/343/1065/354/370/135/143/,FFB3D9,973
839,104,Dorsal motor nucleus of the vagus nerve,DMX,8,370,6,973,/997/8/343/1065/354/370/839/,FFB3D9,974
887,110,Efferent cochlear group,ECO,8,370,6,974,/997/8/343/1065/354/370/887/,FFB3D9,975
1048,130,Gigantocellular reticular nucleus,GRN,8,370,6,975,/997/8/343/1065/354/370/1048/,FFB3D9,976
372,470,Infracerebellar nucleus,ICB,8,370,6,976,/997/8/343/1065/354/370/372/,FFB3D9,977
83,151,Inferior olivary complex,IO,8,370,6,977,/997/8/343/1065/354/370/83/,FFB3D9,978
136,865,Intermediate reticular nucleus,IRN,8,370,6,978,/997/8/343/1065/354/370/136/,FFB3D9,979
106,154,Inferior salivatory nucleus,ISN,8,370,6,979,/997/8/343/1065/354/370/106/,FFB3D9,980
203,166,Linear nucleus of the medulla,LIN,8,370,6,980,/997/8/343/1065/354/370/203/,FFB3D9,981
235,170,Lateral reticular nucleus,LRN,8,370,6,981,/997/8/343/1065/354/370/235/,FFB3D9,982
955,826,"Lateral reticular nucleus, magnocellular part",LRNm,9,235,7,982,/997/8/343/1065/354/370/235/955/,FFB3D9,983
963,827,"Lateral reticular nucleus, parvicellular part",LRNp,9,235,7,983,/997/8/343/1065/354/370/235/963/,FFB3D9,984
307,179,Magnocellular reticular nucleus,MARN,8,370,6,984,/997/8/343/1065/354/370/307/,FFB3D9,985
395,190,Medullary reticular nucleus,MDRN,8,370,6,985,/997/8/343/1065/354/370/395/,FFB3D9,986
1098,844,"Medullary reticular nucleus, dorsal part",MDRNd,9,395,7,986,/997/8/343/1065/354/370/395/1098/,FFB3D9,987
1107,845,"Medullary reticular nucleus, ventral part",MDRNv,9,395,7,987,/997/8/343/1065/354/370/395/1107/,FFB3D9,988
852,247,Parvicellular reticular nucleus,PARN,8,370,6,988,/997/8/343/1065/354/370/852/,FFB3D9,989
859,248,Parasolitary nucleus,PAS,8,370,6,989,/997/8/343/1065/354/370/859/,FFB3D9,990
938,258,Paragigantocellular reticular nucleus,PGRN,8,370,6,990,/997/8/343/1065/354/370/938/,FFB3D9,991
970,828,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,9,938,7,991,/997/8/343/1065/354/370/938/970/,FFB3D9,992
978,829,"Paragigantocellular reticular nucleus, lateral part",PGRNl,9,938,7,992,/997/8/343/1065/354/370/938/978/,FFB3D9,993
154,443,Perihypoglossal nuclei,PHY,7,370,6,993,/997/8/343/1065/354/370/154/,FFB3D9,994
161,444,Nucleus intercalatus,NIS,8,154,7,994,/997/8/343/1065/354/370/154/161/,FFB3D9,995
177,446,Nucleus of Roller,NR,8,154,7,995,/997/8/343/1065/354/370/154/177/,FFB3D9,996
169,445,Nucleus prepositus,PRP,8,154,7,996,/997/8/343/1065/354/370/154/169/,FFB3D9,997
995,265,Paramedian reticular nucleus,PMR,8,370,6,997,/997/8/343/1065/354/370/995/,FFB3D9,998
1069,274,Parapyramidal nucleus,PPY,8,370,6,998,/997/8/343/1065/354/370/1069/,FFB3D9,999
185,447,"Parapyramidal nucleus, deep part",PPYd,9,1069,7,999,/997/8/343/1065/354/370/1069/185/,FFB3D9,1000
193,448,"Parapyramidal nucleus, superficial part",PPYs,9,1069,7,1000,/997/8/343/1065/354/370/1069/193/,FFB3D9,1001
701,370,Vestibular nuclei,VNC,7,370,6,1001,/997/8/343/1065/354/370/701/,FFB3D9,1002
209,450,Lateral vestibular nucleus,LAV,8,701,7,1002,/997/8/343/1065/354/370/701/209/,FFB3D9,1003
202,449,Medial vestibular nucleus,MV,8,701,7,1003,/997/8/343/1065/354/370/701/202/,FFB3D9,1004
225,452,Spinal vestibular nucleus,SPIV,8,701,7,1004,/997/8/343/1065/354/370/701/225/,FFB3D9,1005
217,451,Superior vestibular nucleus,SUV,8,701,7,1005,/997/8/343/1065/354/370/701/217/,FFB3D9,1006
765,378,Nucleus x,x,8,370,6,1006,/997/8/343/1065/354/370/765/,FFB3D9,1007
773,379,Hypoglossal nucleus,XII,8,370,6,1007,/997/8/343/1065/354/370/773/,FFB3D9,1008
781,380,Nucleus y,y,8,370,6,1008,/997/8/343/1065/354/370/781/,FFB3D9,1009
76,150,Interstitial nucleus of the vestibular nerve,INV,8,370,6,1009,/997/8/343/1065/354/370/76/,FFB3D9,1010
379,188,"Medulla, behavioral state related",MY-sat,6,354,5,1010,/997/8/343/1065/354/379/,FFC6E2,1011
206,308,Nucleus raphe magnus,RM,8,379,6,1011,/997/8/343/1065/354/379/206/,FFC6E2,1012
230,311,Nucleus raphe pallidus,RPA,8,379,6,1012,/997/8/343/1065/354/379/230/,FFC6E2,1013
222,310,Nucleus raphe obscurus,RO,8,379,6,1013,/997/8/343/1065/354/379/222/,FFC6E2,1014
512,63,Cerebellum,CB,2,8,2,1014,/997/8/512/,F0F080,1015
528,65,Cerebellar cortex,CBX,5,512,3,1015,/997/8/512/528/,F0F080,1016
1144,1142,"Cerebellar cortex, molecular layer",CBXmo,11,528,4,1016,/997/8/512/528/1144/,FFFC91,1017
1145,1143,"Cerebellar cortex, Purkinje layer",CBXpu,11,528,4,1017,/997/8/512/528/1145/,FFFC91,1018
1143,1141,"Cerebellar cortex, granular layer",CBXgr,11,528,4,1018,/997/8/512/528/1143/,ECE754,1019
645,363,Vermal regions,VERM,6,528,4,1019,/997/8/512/528/645/,FFFC91,1020
912,396,Lingula (I),LING,8,645,5,1020,/997/8/512/528/645/912/,FFFC91,1021
10707,,"Lingula (I), molecular layer",LINGmo,11,912,6,1021,/997/8/512/528/645/912/10707/,FFFC91,1022
10706,,"Lingula (I), Purkinje layer",LINGpu,11,912,6,1022,/997/8/512/528/645/912/10706/,FFFC91,1023
10705,,"Lingula (I), granular layer",LINGgr,11,912,6,1023,/997/8/512/528/645/912/10705/,ECE754,1024
920,397,Central lobule,CENT,7,645,5,1024,/997/8/512/528/645/920/,FFFC91,1025
976,404,Lobule II,CENT2,8,920,6,1025,/997/8/512/528/645/920/976/,FFFC91,1026
10710,,"Lobule II, molecular layer",CENT2mo,11,976,7,1026,/997/8/512/528/645/920/976/10710/,FFFC91,1027
10709,,"Lobule II, Purkinje layer",CENT2pu,11,976,7,1027,/997/8/512/528/645/920/976/10709/,FFFC91,1028
10708,,"Lobule II, granular layer",CENT2gr,11,976,7,1028,/997/8/512/528/645/920/976/10708/,ECE754,1029
984,405,Lobule III,CENT3,8,920,6,1029,/997/8/512/528/645/920/984/,FFFC91,1030
10713,,"Lobule III, molecular layer",CENT3mo,11,984,7,1030,/997/8/512/528/645/920/984/10713/,FFFC91,1031
10712,,"Lobule III, Purkinje layer",CENT3pu,11,984,7,1031,/997/8/512/528/645/920/984/10712/,FFFC91,1032
10711,,"Lobule III, granular layer",CENT3gr,11,984,7,1032,/997/8/512/528/645/920/984/10711/,ECE754,1033
928,398,Culmen,CUL,7,645,5,1033,/997/8/512/528/645/928/,FFFC91,1034
992,406,Lobule IV,CUL4,8,928,6,1034,/997/8/512/528/645/928/992/,FFFC91,1035
10716,,"Lobule IV, molecular layer",CUL4mo,11,992,7,1035,/997/8/512/528/645/928/992/10716/,FFFC91,1036
10715,,"Lobule IV, Purkinje layer",CUL4pu,11,992,7,1036,/997/8/512/528/645/928/992/10715/,FFFC91,1037
10714,,"Lobule IV, granular layer",CUL4gr,11,992,7,1037,/997/8/512/528/645/928/992/10714/,ECE754,1038
1001,407,Lobule V,CUL5,8,928,6,1038,/997/8/512/528/645/928/1001/,FFFC91,1039
10719,,"Lobule V, molecular layer",CUL5mo,11,1001,7,1039,/997/8/512/528/645/928/1001/10719/,FFFC91,1040
10718,,"Lobule V, Purkinje layer",CUL5pu,11,1001,7,1040,/997/8/512/528/645/928/1001/10718/,FFFC91,1041
10717,,"Lobule V, granular layer",CUL5gr,11,1001,7,1041,/997/8/512/528/645/928/1001/10717/,ECE754,1042
1091,843,Lobules IV-V,"CUL4, 5",8,928,6,1042,/997/8/512/528/645/928/1091/,FFFC91,1043
10722,,"Lobules IV-V, molecular layer","CUL4, 5mo",11,1091,7,1043,/997/8/512/528/645/928/1091/10722/,FFFC91,1044
10721,,"Lobules IV-V, Purkinje layer","CUL4, 5pu",11,1091,7,1044,/997/8/512/528/645/928/1091/10721/,FFFC91,1045
10720,,"Lobules IV-V, granular layer","CUL4, 5gr",11,1091,7,1045,/997/8/512/528/645/928/1091/10720/,ECE754,1046
936,399,Declive (VI),DEC,8,645,5,1046,/997/8/512/528/645/936/,FFFC91,1047
10725,,"Declive (VI), molecular layer",DECmo,11,936,6,1047,/997/8/512/528/645/936/10725/,FFFC91,1048
10724,,"Declive (VI), Purkinje layer",DECpu,11,936,6,1048,/997/8/512/528/645/936/10724/,FFFC91,1049
10723,,"Declive (VI), granular layer",DECgr,11,936,6,1049,/997/8/512/528/645/936/10723/,ECE754,1050
944,400,Folium-tuber vermis (VII),FOTU,8,645,5,1050,/997/8/512/528/645/944/,FFFC91,1051
10728,,"Folium-tuber vermis (VII), molecular layer",FOTUmo,11,944,6,1051,/997/8/512/528/645/944/10728/,FFFC91,1052
10727,,"Folium-tuber vermis (VII), Purkinje layer",FOTUpu,11,944,6,1052,/997/8/512/528/645/944/10727/,FFFC91,1053
10726,,"Folium-tuber vermis (VII), granular layer",FOTUgr,11,944,6,1053,/997/8/512/528/645/944/10726/,ECE754,1054
951,401,Pyramus (VIII),PYR,8,645,5,1054,/997/8/512/528/645/951/,FFFC91,1055
10731,,"Pyramus (VIII), molecular layer",PYRmo,11,951,6,1055,/997/8/512/528/645/951/10731/,FFFC91,1056
10730,,"Pyramus (VIII), Purkinje layer",PYRpu,11,951,6,1056,/997/8/512/528/645/951/10730/,FFFC91,1057
10729,,"Pyramus (VIII), granular layer",PYRgr,11,951,6,1057,/997/8/512/528/645/951/10729/,ECE754,1058
957,402,Uvula (IX),UVU,8,645,5,1058,/997/8/512/528/645/957/,FFFC91,1059
10734,,"Uvula (IX), molecular layer",UVUmo,11,957,6,1059,/997/8/512/528/645/957/10734/,FFFC91,1060
10733,,"Uvula (IX), Purkinje layer",UVUpu,11,957,6,1060,/997/8/512/528/645/957/10733/,FFFC91,1061
10732,,"Uvula (IX), granular layer",UVUgr,11,957,6,1061,/997/8/512/528/645/957/10732/,ECE754,1062
968,403,Nodulus (X),NOD,8,645,5,1062,/997/8/512/528/645/968/,FFFC91,1063
10737,,"Nodulus (X), molecular layer",NODmo,11,968,6,1063,/997/8/512/528/645/968/10737/,FFFC91,1064
10736,,"Nodulus (X), Purkinje layer",NODpu,11,968,6,1064,/997/8/512/528/645/968/10736/,FFFC91,1065
10735,,"Nodulus (X), granular layer",NODgr,11,968,6,1065,/997/8/512/528/645/968/10735/,ECE754,1066
1073,133,Hemispheric regions,HEM,6,528,4,1066,/997/8/512/528/1073/,FFFC91,1067
1007,408,Simple lobule,SIM,8,1073,5,1067,/997/8/512/528/1073/1007/,FFFC91,1068
10674,,"Simple lobule, molecular layer",SIMmo,11,1007,6,1068,/997/8/512/528/1073/1007/10674/,FFFC91,1069
10673,,"Simple lobule, Purkinje layer",SIMpu,11,1007,6,1069,/997/8/512/528/1073/1007/10673/,FFFC91,1070
10672,,"Simple lobule, granular layer",SIMgr,11,1007,6,1070,/997/8/512/528/1073/1007/10672/,ECE754,1071
1017,409,Ansiform lobule,AN,7,1073,5,1071,/997/8/512/528/1073/1017/,FFFC91,1072
1056,414,Crus 1,ANcr1,8,1017,6,1072,/997/8/512/528/1073/1017/1056/,FFFC91,1073
10677,,"Crus 1, molecular layer",ANcr1mo,11,1056,7,1073,/997/8/512/528/1073/1017/1056/10677/,FFFC91,1074
10676,,"Crus 1, Purkinje layer",ANcr1pu,11,1056,7,1074,/997/8/512/528/1073/1017/1056/10676/,FFFC91,1075
10675,,"Crus 1, granular layer",ANcr1gr,11,1056,7,1075,/997/8/512/528/1073/1017/1056/10675/,ECE754,1076
1064,415,Crus 2,ANcr2,8,1017,6,1076,/997/8/512/528/1073/1017/1064/,FFFC91,1077
10680,,"Crus 2, molecular layer",ANcr2mo,11,1064,7,1077,/997/8/512/528/1073/1017/1064/10680/,FFFC91,1078
10679,,"Crus 2, Purkinje layer",ANcr2pu,11,1064,7,1078,/997/8/512/528/1073/1017/1064/10679/,FFFC91,1079
10678,,"Crus 2, granular layer",ANcr2gr,11,1064,7,1079,/997/8/512/528/1073/1017/1064/10678/,ECE754,1080
1025,410,Paramedian lobule,PRM,8,1073,5,1080,/997/8/512/528/1073/1025/,FFFC91,1081
10683,,"Paramedian lobule, molecular layer",PRMmo,11,1025,6,1081,/997/8/512/528/1073/1025/10683/,FFFC91,1082
10682,,"Paramedian lobule, Purkinje layer",PRMpu,11,1025,6,1082,/997/8/512/528/1073/1025/10682/,FFFC91,1083
10681,,"Paramedian lobule, granular layer",PRMgr,11,1025,6,1083,/997/8/512/528/1073/1025/10681/,ECE754,1084
1033,411,Copula pyramidis,COPY,8,1073,5,1084,/997/8/512/528/1073/1033/,FFFC91,1085
10686,,"Copula pyramidis, molecular layer",COPYmo,11,1033,6,1085,/997/8/512/528/1073/1033/10686/,FFFC91,1086
10685,,"Copula pyramidis, Purkinje layer",COPYpu,11,1033,6,1086,/997/8/512/528/1073/1033/10685/,FFFC91,1087
10684,,"Copula pyramidis, granular layer",COPYgr,11,1033,6,1087,/997/8/512/528/1073/1033/10684/,ECE754,1088
1041,412,Paraflocculus,PFL,8,1073,5,1088,/997/8/512/528/1073/1041/,FFFC91,1089
10689,,"Paraflocculus, molecular layer",PFLmo,11,1041,6,1089,/997/8/512/528/1073/1041/10689/,FFFC91,1090
10688,,"Paraflocculus, Purkinje layer",PFLpu,11,1041,6,1090,/997/8/512/528/1073/1041/10688/,FFFC91,1091
10687,,"Paraflocculus, granular layer",PFLgr,11,1041,6,1091,/997/8/512/528/1073/1041/10687/,ECE754,1092
1049,413,Flocculus,FL,8,1073,5,1092,/997/8/512/528/1073/1049/,FFFC91,1093
10692,,"Flocculus, molecular layer",FLmo,11,1049,6,1093,/997/8/512/528/1073/1049/10692/,FFFC91,1094
10691,,"Flocculus, Purkinje layer",FLpu,11,1049,6,1094,/997/8/512/528/1073/1049/10691/,FFFC91,1095
10690,,"Flocculus, granular layer",FLgr,11,1049,6,1095,/997/8/512/528/1073/1049/10690/,ECE754,1096
519,64,Cerebellar nuclei,CBN,5,512,3,1096,/997/8/512/519/,F0F080,1097
989,123,Fastigial nucleus,FN,8,519,4,1097,/997/8/512/519/989/,FFFDBC,1098
91,152,Interposed nucleus,IP,8,519,4,1098,/997/8/512/519/91/,FFFDBC,1099
846,105,Dentate nucleus,DN,8,519,4,1099,/997/8/512/519/846/,FFFDBC,1100
589508455,,Vestibulocerebellar nucleus,VeCB,8,519,4,1100,/997/8/512/519/589508455/,FFFDBC,1101
1009,691,fiber tracts,fiber tracts,1,997,1,1101,/997/1009/,CCCCCC,1102
967,686,cranial nerves,cm,2,1009,2,1102,/997/1009/967/,CCCCCC,1103
885,676,terminal nerve,tn,8,967,3,1103,/997/1009/967/885/,CCCCCC,1104
949,684,vomeronasal nerve,von,8,967,3,1104,/997/1009/967/949/,CCCCCC,1105
840,670,olfactory nerve,In,8,967,3,1105,/997/1009/967/840/,CCCCCC,1106
1016,692,olfactory nerve layer of main olfactory bulb,onl,9,840,4,1106,/997/1009/967/840/1016/,CCCCCC,1107
21,568,"lateral olfactory tract, general",lotg,9,840,4,1107,/997/1009/967/840/21/,CCCCCC,1108
665,507,"lateral olfactory tract, body",lot,10,21,5,1108,/997/1009/967/840/21/665/,CCCCCC,1109
538,491,dorsal limb,lotd,10,21,5,1109,/997/1009/967/840/21/538/,CCCCCC,1110
459,481,accessory olfactory tract,aolt,10,21,5,1110,/997/1009/967/840/21/459/,CCCCCC,1111
900,536,"anterior commissure, olfactory limb",aco,9,840,4,1111,/997/1009/967/840/900/,CCCCCC,1112
848,671,optic nerve,IIn,8,967,3,1112,/997/1009/967/848/,CCCCCC,1113
876,533,accessory optic tract,aot,9,848,4,1113,/997/1009/967/848/876/,CCCCCC,1114
916,538,brachium of the superior colliculus,bsc,9,848,4,1114,/997/1009/967/848/916/,CCCCCC,1115
336,607,superior colliculus commissure,csc,9,848,4,1115,/997/1009/967/848/336/,CCCCCC,1116
117,580,optic chiasm,och,9,848,4,1116,/997/1009/967/848/117/,CCCCCC,1117
125,581,optic tract,opt,9,848,4,1117,/997/1009/967/848/125/,CCCCCC,1118
357,610,tectothalamic pathway,ttp,9,848,4,1118,/997/1009/967/848/357/,CCCCCC,1119
832,669,oculomotor nerve,IIIn,8,967,3,1119,/997/1009/967/832/,CCCCCC,1120
62,573,medial longitudinal fascicle,mlf,9,832,4,1120,/997/1009/967/832/62/,CCCCCC,1121
158,585,posterior commissure,pc,9,832,4,1121,/997/1009/967/832/158/,CCCCCC,1122
911,679,trochlear nerve,IVn,8,967,3,1122,/997/1009/967/911/,CCCCCC,1123
384,613,trochlear nerve decussation,IVd,9,911,4,1123,/997/1009/967/911/384/,CCCCCC,1124
710,654,abducens nerve,VIn,8,967,3,1124,/997/1009/967/710/,CCCCCC,1125
901,678,trigeminal nerve,Vn,8,967,3,1125,/997/1009/967/901/,CCCCCC,1126
93,577,motor root of the trigeminal nerve,moV,9,901,4,1126,/997/1009/967/901/93/,CCCCCC,1127
229,594,sensory root of the trigeminal nerve,sV,9,901,4,1127,/997/1009/967/901/229/,CCCCCC,1128
705,512,midbrain tract of the trigeminal nerve,mtV,10,229,5,1128,/997/1009/967/901/229/705/,CCCCCC,1129
794,523,spinal tract of the trigeminal nerve,sptV,10,229,5,1129,/997/1009/967/901/229/794/,CCCCCC,1130
798,665,facial nerve,VIIn,8,967,3,1130,/997/1009/967/798/,CCCCCC,1131
1131,565,intermediate nerve,iVIIn,9,798,4,1131,/997/1009/967/798/1131/,CCCCCC,1132
1116,563,genu of the facial nerve,gVIIn,9,798,4,1132,/997/1009/967/798/1116/,CCCCCC,1133
933,682,vestibulocochlear nerve,VIIIn,8,967,3,1133,/997/1009/967/933/,CCCCCC,1134
1076,558,efferent cochleovestibular bundle,cvb,9,933,4,1134,/997/1009/967/933/1076/,CCCCCC,1135
413,617,vestibular nerve,vVIIIn,9,933,4,1135,/997/1009/967/933/413/,CCCCCC,1136
948,542,cochlear nerve,cVIIIn,9,933,4,1136,/997/1009/967/933/948/,CCCCCC,1137
841,529,trapezoid body,tb,10,948,5,1137,/997/1009/967/933/948/841/,CCCCCC,1138
641,504,intermediate acoustic stria,ias,10,948,5,1138,/997/1009/967/933/948/641/,CCCCCC,1139
506,487,dorsal acoustic stria,das,10,948,5,1139,/997/1009/967/933/948/506/,CCCCCC,1140
658,506,lateral lemniscus,ll,10,948,5,1140,/997/1009/967/933/948/658/,CCCCCC,1141
633,503,inferior colliculus commissure,cic,10,948,5,1141,/997/1009/967/933/948/633/,CCCCCC,1142
482,484,brachium of the inferior colliculus,bic,10,948,5,1142,/997/1009/967/933/948/482/,CCCCCC,1143
808,666,glossopharyngeal nerve,IXn,8,967,3,1143,/997/1009/967/808/,CCCCCC,1144
917,680,vagus nerve,Xn,8,967,3,1144,/997/1009/967/917/,CCCCCC,1145
237,595,solitary tract,ts,9,917,4,1145,/997/1009/967/917/237/,CCCCCC,1146
717,655,accessory spinal nerve,XIn,8,967,3,1146,/997/1009/967/717/,CCCCCC,1147
813,667,hypoglossal nerve,XIIn,8,967,3,1147,/997/1009/967/813/,CCCCCC,1148
925,681,ventral roots,vrt,7,967,3,1148,/997/1009/967/925/,CCCCCC,1149
792,664,dorsal roots,drt,7,967,3,1149,/997/1009/967/792/,CCCCCC,1150
932,540,cervicothalamic tract,cett,8,792,4,1150,/997/1009/967/792/932/,CCCCCC,1151
570,495,dorsolateral fascicle,dl,9,932,5,1151,/997/1009/967/792/932/570/,CCCCCC,1152
522,489,dorsal commissure of the spinal cord,dcm,9,932,5,1152,/997/1009/967/792/932/522/,CCCCCC,1153
858,531,ventral commissure of the spinal cord,vc,9,932,5,1153,/997/1009/967/792/932/858/,CCCCCC,1154
586,497,fasciculus proprius,fpr,9,932,5,1154,/997/1009/967/792/932/586/,CCCCCC,1155
514,488,dorsal column,dc,9,932,5,1155,/997/1009/967/792/932/514/,CCCCCC,1156
